Campaign Name,Objective,Day,Age,Gender,Delivery Level,Reach,Impressions,Frequency,Result Type,Results,Results [On Ad],Results [28 Days After Clicking],Cost per Result,Cost per Result [On Ad],Cost per Result [28 Days After Clicking],Amount Spent (USD),"CPM (Cost per 1,000 Impressions)",Link Clicks,Link Clicks [On Ad],CPC (Cost per Link Click),CPC (Cost per Link Click) [On Ad],CTR (Link Click-Through Rate),Clicks (All),CPC (All),CTR (All),Purchases Conversion Value,Purchases Conversion Value [28 Days After Clicking],Cost per Purchase,Cost per Purchase [28 Days After Clicking],Purchases,Purchases [28 Days After Clicking],Purchase ROAS (Return on Ad Spend),Purchase ROAS (Return on Ad Spend) [28 Days After Clicking]
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,13-17,male,campaign,63,74,1.17,,,,,,,,0.36,4.9,1,1,0.36,0.36,1.35,1,0.36,1.35,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,55-64,female,campaign,243,339,1.4,,,,,,,,6.03,17.79,1,1,6.03,6.03,0.29,3,2.01,0.88,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,35-44,male,campaign,220,319,1.45,Website Purchases,1,,,2.7,,,2.70,8.45,,,,,,1,2.7,0.31,32.1,0,2.70,0,1,0,11.91,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,65+,female,campaign,122,212,1.74,,,,,,,,3.29,15.54,,,,,,1,3.29,0.47,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,13-17,female,campaign,137,197,1.44,Website Purchases,1,,,0.98,,,0.98,4.98,,,,,,0,,0,44.9,0,0.98,0,1,0,45.8,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,45-54,male,campaign,98,151,1.54,Website Purchases,1,,,1.18,,,1.18,7.79,,,,,,1,1.18,0.66,24.31,0,1.18,0,1,0,20.66,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,55-64,male,campaign,118,138,1.17,Website Purchases,1,,,2.62,,,2.62,18.97,,,,,,3,0.87,2.17,80.71,0,2.62,0,1,0,30.83,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,18-24,unknown,campaign,122,131,1.07,,,,,,,,1.14,8.68,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,65+,male,campaign,63,118,1.87,,,,,,,,1.79,15.2,,,,,,2,0.9,1.69,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,25-34,unknown,campaign,78,83,1.06,,,,,,,,0.49,5.91,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-26,45-54,female,campaign,412,603,1.46,Website Purchases,1,,,6.92,,,6.92,11.48,2,2,3.46,3.46,0.33,6,1.15,1,37.95,0,6.92,0,1,0,5.48,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,18-24,female,campaign,9119,12149,1.33,Website Purchases,12,,,8.67,,,103.99,8.56,44,44,2.36,2.36,0.36,80,1.3,0.66,444.74,0,8.67,0,12,0,4.28,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,65+,unknown,campaign,10,10,1,,,,,,,,0.08,8,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,13-17,unknown,campaign,4,14,3.5,,,,,,,,0.07,5,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,45-54,unknown,campaign,16,22,1.38,,,,,,,,0.23,10.45,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,35-44,unknown,campaign,44,47,1.07,,,,,,,,0.72,15.32,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,55-64,female,campaign,348,487,1.4,Website Purchases,2,,1,4.67,,9.35,9.35,19.2,5,5,1.87,1.87,1.03,4,2.34,0.82,179.1,64.9,4.67,9.35,2,1,19.16,6.94
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,25-34,female,campaign,5719,7969,1.39,Website Purchases,19,,2,3.94,,37.43,74.86,9.39,17,17,4.4,4.4,0.21,43,1.74,0.54,882.77,54.76,3.94,37.43,19,2,11.79,0.73
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,18-24,male,campaign,1364,1889,1.38,Website Purchases,6,,,2.51,,,15.04,7.96,7,7,2.15,2.15,0.37,10,1.5,0.53,242.99,0,2.51,0,6,0,16.16,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,35-44,female,campaign,1248,1695,1.36,Website Purchases,1,,,18.65,,,18.65,11,4,4,4.66,4.66,0.24,11,1.7,0.65,33.05,0,18.65,0,1,0,1.77,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,25-34,male,campaign,1068,1431,1.34,Website Purchases,3,,,4.18,,,12.54,8.76,,,,,,4,3.13,0.28,125.65,0,4.18,0,3,0,10.02,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,45-54,female,campaign,660,859,1.3,Website Purchases,3,,1,4.03,,12.09,12.09,14.07,5,5,2.42,2.42,0.58,14,0.86,1.63,234.75,53.95,4.03,12.09,3,1,19.42,4.46
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,35-44,male,campaign,268,424,1.58,Website Purchases,1,,,4.24,,,4.24,10,,,,,,2,2.12,0.47,24.9,0,4.24,0,1,0,5.87,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,65+,female,campaign,220,298,1.35,,,,,,,,5.94,19.93,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,13-17,female,campaign,212,261,1.23,,,,,,,,1.25,4.79,,,,,,1,1.25,0.38,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,45-54,male,campaign,148,208,1.41,Website Purchases,1,,,2.11,,,2.11,10.14,,,,,,1,2.11,0.48,79.85,0,2.11,0,1,0,37.85,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,55-64,male,campaign,140,167,1.19,,,,,,,,2.12,12.69,,,,,,2,1.06,1.2,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,18-24,unknown,campaign,128,152,1.19,Website Purchases,1,,,1.19,,,1.19,7.83,,,,,,2,0.59,1.32,30.4,0,1.19,0,1,0,25.55,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,65+,male,campaign,116,130,1.12,Website Purchases,1,,,1.7,,,1.70,13.08,1,1,1.7,1.7,0.77,1,1.7,0.77,15.95,0,1.70,0,1,0,9.38,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,25-34,unknown,campaign,125,125,1,,,,,,,,0.96,7.68,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,13-17,male,campaign,52,79,1.52,,,,,,,,0.27,3.42,3,3,0.09,0.09,3.8,3,0.09,3.8,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-25,55-64,unknown,campaign,8,11,1.38,,,,,,,,0.16,14.54,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,25-34,male,campaign,992,1465,1.48,Website Purchases,4,,,3.19,,,12.76,8.71,6,6,2.13,2.13,0.41,9,1.42,0.61,151.95,0,3.19,0,4,0,11.91,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,35-44,female,campaign,1304,1634,1.25,Website Purchases,1,,,19.52,,,19.52,11.95,1,1,19.52,19.52,0.06,6,3.25,0.37,21.9,0,19.52,0,1,0,1.12,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,18-24,male,campaign,1464,1786,1.22,Website Purchases,1,,,13.91,,,13.91,7.79,5,5,2.78,2.78,0.28,9,1.55,0.5,40.76,0,13.91,0,1,0,2.93,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,25-34,female,campaign,7248,9754,1.35,Website Purchases,8,,3,12.28,,32.74,98.23,10.07,34,34,2.89,2.89,0.35,64,1.53,0.66,738.63,501.11,12.28,32.74,8,3,7.52,5.1
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,18-24,female,campaign,14351,18089,1.26,Website Purchases,26,,12,6.35,,13.75,164.98,9.12,104,104,1.59,1.59,0.57,171,0.96,0.95,1114.68,460.96,6.35,13.75,26,12,6.76,2.79
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,55-64,female,campaign,360,508,1.41,Website Purchases,5,,2,2.27,,5.67,11.34,22.32,5,5,2.27,2.27,0.98,7,1.62,1.38,405.25,92.45,2.27,5.67,5,2,35.74,8.15
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,65+,unknown,campaign,0,9,0,,,,,,,,0.09,10,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,45-54,female,campaign,728,827,1.14,,,,,,,,12.63,15.27,3,3,4.21,4.21,0.36,6,2.1,0.73,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,65+,male,campaign,64,118,1.84,,,,,,,,2.12,17.97,,,,,,1,2.12,0.85,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,35-44,male,campaign,320,421,1.32,Website Purchases,2,,,2.15,,,4.30,10.21,,,,,,0,,0,61.9,0,2.15,0,2,0,14.4,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,65+,female,campaign,248,305,1.23,,,,,,,,5.89,19.31,6,6,0.98,0.98,1.97,9,0.65,2.95,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,45-54,male,campaign,208,252,1.21,,,,,,,,2.94,11.67,1,1,2.94,2.94,0.4,1,2.94,0.4,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,55-64,male,campaign,152,208,1.37,Website Purchases,2,,1,1.54,,3.09,3.09,14.85,2,2,1.54,1.54,0.96,3,1.03,1.44,151.86,75.91,1.54,3.09,2,1,49.15,24.57
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,18-24,unknown,campaign,120,128,1.07,Website Purchases,1,,,0.96,,,0.96,7.5,,,,,,0,,0,50.25,0,0.96,0,1,0,52.35,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,55-64,unknown,campaign,0,10,0,,,,,,,,0.13,13,2,2,0.06,0.06,20,2,0.06,20,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,13-17,unknown,campaign,8,11,1.38,,,,,,,,0.06,5.45,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,45-54,unknown,campaign,8,21,2.63,,,,,,,,0.29,13.81,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,35-44,unknown,campaign,32,45,1.41,,,,,,,,0.57,12.67,,,,,,1,0.57,2.22,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,13-17,male,campaign,64,75,1.17,,,,,,,,0.32,4.27,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,25-34,unknown,campaign,110,110,1,Website Purchases,1,,,0.9,,,0.90,8.18,,,,,,0,,0,49.05,0,0.90,0,1,0,54.5,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-24,13-17,female,campaign,144,209,1.45,Website Purchases,1,,,1.08,,,1.08,5.17,,,,,,1,1.08,0.48,37.9,0,1.08,0,1,0,35.09,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,55-64,unknown,campaign,14,14,1,Website Purchases,1,,,0.23,,,0.23,16.43,,,,,,0,,0,84.95,0,0.23,0,1,0,369.4,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,45-54,unknown,campaign,12,21,1.75,,,,,,,,0.24,11.43,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,35-44,unknown,campaign,16,35,2.19,,,,,,,,0.60,17.14,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,13-17,male,campaign,40,67,1.68,,,,,,,,0.22,3.28,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,25-34,unknown,campaign,80,92,1.15,,,,,,,,0.86,9.35,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,18-24,unknown,campaign,84,123,1.46,,,,,,,,1.00,8.13,1,1,1,1,0.81,1,1,0.81,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,65+,male,campaign,80,140,1.75,,,,,,,,2.26,16.14,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,45-54,male,campaign,220,230,1.05,,,,,,,,3.06,13.3,2,2,1.53,1.53,0.87,3,1.02,1.3,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,55-64,male,campaign,100,157,1.57,Website Purchases,2,,,1.21,,,2.43,15.48,1,1,2.43,2.43,0.64,2,1.21,1.27,221.35,0,1.21,0,2,0,91.1,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,13-17,female,campaign,148,192,1.3,Website Purchases,1,,,0.92,,,0.92,4.79,1,1,0.92,0.92,0.52,3,0.31,1.56,56.8,0,0.92,0,1,0,61.75,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,13-17,unknown,campaign,4,8,2,,,,,,,,0.04,5,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,65+,female,campaign,256,299,1.17,Website Purchases,2,,,4.05,,,8.10,27.09,2,2,4.05,4.05,0.67,7,1.16,2.34,154.05,0,4.05,0,2,0,19.02,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,35-44,male,campaign,260,387,1.49,Website Purchases,1,,,3.88,,,3.88,10.02,1,1,3.88,3.88,0.26,5,0.78,1.29,33.2,0,3.88,0,1,0,8.56,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,55-64,female,campaign,368,548,1.49,Website Purchases,1,,,12.71,,,12.71,23.19,5,5,2.54,2.54,0.91,16,0.79,2.92,56.31,0,12.71,0,1,0,4.43,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,45-54,female,campaign,664,843,1.27,Website Purchases,1,,,12.97,,,12.97,15.38,2,2,6.48,6.48,0.24,5,2.59,0.59,132.8,0,12.97,0,1,0,10.24,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,25-34,male,campaign,1080,1430,1.32,Website Purchases,1,,,13.26,,,13.26,9.27,1,1,13.26,13.26,0.07,5,2.65,0.35,28.31,0,13.26,0,1,0,2.14,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,18-24,male,campaign,1180,1503,1.27,Website Purchases,1,,,11.93,,,11.93,7.94,7,7,1.7,1.7,0.47,13,0.92,0.86,33.9,0,11.93,0,1,0,2.84,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,35-44,female,campaign,1136,1511,1.33,Website Purchases,6,,,2.84,,,17.02,11.26,5,5,3.4,3.4,0.33,14,1.22,0.93,267.11,0,2.84,0,6,0,15.7,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,65+,unknown,campaign,8,12,1.5,,,,,,,,0.15,12.5,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,18-24,female,campaign,9723,12168,1.25,Website Purchases,13,,3,9.12,,39.51,118.54,9.74,54,54,2.2,2.2,0.44,106,1.12,0.87,543.69,141.62,9.12,39.51,13,3,4.59,1.19
EBD_2018_Evergreen,CONVERSIONS,2018-03-23,25-34,female,campaign,6399,8870,1.39,Website Purchases,12,,2,7.5,,44.97,89.95,10.14,31,31,2.9,2.9,0.35,67,1.34,0.76,845.04,216.23,7.50,44.97,12,2,9.39,2.4
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,55-64,female,campaign,216,425,1.97,Website Purchases,4,,3,2.51,,3.35,10.05,23.64,7,7,1.44,1.44,1.65,16,0.63,3.76,344.62,282.02,2.51,3.35,4,3,34.29,28.07
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,65+,female,campaign,248,286,1.15,,,,,,,,6.49,22.69,,,,,,5,1.3,1.75,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,65+,male,campaign,48,112,2.33,Website Purchases,1,,1,1.85,,1.85,1.85,16.52,,,,,,2,0.92,1.79,138.85,138.85,1.85,1.85,1,1,75.06,75.06
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,45-54,female,campaign,560,695,1.24,Website Purchases,1,,,10.92,,,10.92,15.71,1,1,10.92,10.92,0.14,6,1.82,0.86,99.12,0,10.92,0,1,0,9.08,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,35-44,female,campaign,984,1317,1.34,Website Purchases,9,,2,1.68,,7.54,15.08,11.45,8,8,1.88,1.88,0.61,15,1.01,1.14,336.4,158.9,1.68,7.54,9,2,22.31,10.54
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,25-34,male,campaign,904,1399,1.55,Website Purchases,4,,1,3.22,,12.88,12.88,9.21,4,4,3.22,3.22,0.29,8,1.61,0.57,166.11,18.66,3.22,12.88,4,1,12.9,1.45
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,18-24,male,campaign,1120,1475,1.32,Website Purchases,1,,1,13.85,,13.85,13.85,9.39,4,4,3.46,3.46,0.27,9,1.54,0.61,32.4,32.4,13.85,13.85,1,1,2.34,2.34
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,25-34,female,campaign,7592,9782,1.29,Website Purchases,29,,9,3.59,,11.56,104.04,10.64,41,41,2.54,2.54,0.42,81,1.28,0.83,1710.24,678.15,3.59,11.56,29,9,16.44,6.52
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,18-24,female,campaign,11167,13776,1.23,Website Purchases,26,,6,5.36,,23.24,139.42,10.12,88,88,1.58,1.58,0.64,133,1.05,0.97,1210.28,246.93,5.36,23.24,26,6,8.68,1.77
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,45-54,male,campaign,184,184,1,,,,,,,,2.35,12.77,,,,,,2,1.17,1.09,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,13-17,female,campaign,136,152,1.12,,,,,,,,0.88,5.79,1,1,0.88,0.88,0.66,2,0.44,1.32,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,55-64,male,campaign,112,139,1.24,,,,,,,,2.73,19.64,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,18-24,unknown,campaign,96,128,1.33,,,,,,,,1.19,9.3,,,,,,1,1.19,0.78,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,25-34,unknown,campaign,88,116,1.32,,,,,,,,1.39,11.98,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,13-17,male,campaign,56,60,1.07,,,,,,,,0.26,4.33,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,35-44,unknown,campaign,16,34,2.13,,,,,,,,0.36,10.59,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,13-17,unknown,campaign,0,2,0,,,,,,,,0.02,10,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,55-64,unknown,campaign,0,6,0,,,,,,,,0.13,21.66,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,45-54,unknown,campaign,8,18,2.25,,,,,,,,0.24,13.33,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,65+,unknown,campaign,8,10,1.25,,,,,,,,0.18,18,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-22,35-44,male,campaign,280,369,1.32,,,,,,,,4.57,12.38,,,,,,1,4.57,0.27,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,13-17,unknown,campaign,5,5,1,,,,,,,,0.05,10,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,55-64,unknown,campaign,0,10,0,,,,,,,,0.13,13,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,45-54,male,campaign,208,242,1.16,Website Purchases,1,,,3.34,,,3.34,13.8,1,1,3.34,3.34,0.41,1,3.34,0.41,39.06,0,3.34,0,1,0,11.7,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,65+,unknown,campaign,11,11,1,,,,,,,,0.12,10.91,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,45-54,unknown,campaign,16,31,1.94,Website Purchases,1,,1,0.4,,0.4,0.40,12.9,1,1,0.4,0.4,3.23,1,0.4,3.23,16.31,16.31,0.40,0.4,1,1,40.78,40.78
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,35-44,unknown,campaign,24,43,1.79,,,,,,,,0.55,12.79,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,13-17,male,campaign,56,60,1.07,Website Purchases,1,,,0.32,,,0.32,5.33,,,,,,0,,0,36.9,0,0.32,0,1,0,115.32,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,25-34,unknown,campaign,152,155,1.02,Website Purchases,1,,,1.58,,,1.58,10.19,2,2,0.79,0.79,1.29,2,0.79,1.29,46.85,0,1.58,0,1,0,29.65,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,65+,male,campaign,96,175,1.82,,,,,,,,4.09,23.37,,,,,,6,0.68,3.43,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,55-64,male,campaign,168,194,1.15,,,,,,,,3.06,15.77,1,1,3.06,3.06,0.52,2,1.53,1.03,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,13-17,female,campaign,144,241,1.67,,,,,,,,1.36,5.64,,,,,,1,1.36,0.41,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,55-64,female,campaign,408,549,1.35,Website Purchases,3,,1,4.31,,12.92,12.92,23.53,8,8,1.61,1.61,1.46,19,0.68,3.46,296.01,120.5,4.31,12.92,3,1,22.91,9.33
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,65+,female,campaign,312,339,1.09,,,,,,,,5.74,16.93,4,4,1.43,1.43,1.18,7,0.82,2.06,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,35-44,male,campaign,336,428,1.27,Website Purchases,2,,,2.21,,,4.42,10.33,,,,,,5,0.88,1.17,65.7,0,2.21,0,2,0,14.87,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,18-24,female,campaign,18623,22067,1.18,Website Purchases,27,,10,8.21,,22.18,221.78,10.05,137,137,1.62,1.62,0.62,211,1.05,0.96,1389.28,620.54,8.21,22.18,27,10,6.26,2.8
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,25-34,female,campaign,8215,11393,1.39,Website Purchases,27,,9,4.22,,12.66,113.90,10,45,45,2.53,2.53,0.39,97,1.17,0.85,1776.61,617.69,4.22,12.66,27,9,15.6,5.42
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,18-24,male,campaign,1416,1913,1.35,Website Purchases,4,,1,4.43,,17.74,17.74,9.27,7,7,2.53,2.53,0.37,12,1.48,0.63,130.27,13.15,4.43,17.74,4,1,7.34,0.74
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,35-44,female,campaign,1432,1811,1.26,Website Purchases,8,,2,2.65,,10.61,21.23,11.72,2,2,10.61,10.61,0.11,12,1.77,0.66,418.01,67.81,2.65,10.61,8,2,19.69,3.19
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,25-34,male,campaign,1280,1683,1.31,Website Purchases,3,,,5.34,,,16.01,9.51,6,6,2.67,2.67,0.36,10,1.6,0.59,105.72,0,5.34,0,3,0,6.6,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,45-54,female,campaign,768,955,1.24,Website Purchases,4,,2,3.44,,6.88,13.77,14.42,2,2,6.88,6.88,0.21,11,1.25,1.15,163.57,45.5,3.44,6.88,4,2,11.88,3.3
EBD_2018_Evergreen,CONVERSIONS,2018-03-21,18-24,unknown,campaign,165,165,1,,,,,,,,1.38,8.36,,,,,,1,1.38,0.61,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,65+,female,campaign,216,221,1.02,,,,,,,,3.55,16.06,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,45-54,unknown,campaign,16,17,1.06,Website Purchases,1,,,0.15,,,0.15,8.82,,,,,,2,0.08,11.76,100.76,0,0.15,0,1,0,671.73,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,13-17,unknown,campaign,4,4,1,,,,,,,,0.02,5,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,65+,unknown,campaign,0,8,0,,,,,,,,0.08,10,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,55-64,unknown,campaign,8,11,1.38,,,,,,,,0.15,13.64,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,35-44,unknown,campaign,16,18,1.13,,,,,,,,0.13,7.22,,,,,,0,,0,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,45-54,male,campaign,152,161,1.06,Website Purchases,1,,,1.42,,,1.42,8.82,1,1,1.42,1.42,0.62,1,1.42,0.62,121.95,0,1.42,0,1,0,85.88,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,13-17,male,campaign,16,54,3.38,Website Purchases,1,,,0.25,,,0.25,4.63,,,,,,0,,0,198,0,0.25,0,1,0,792,0
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,65+,male,campaign,56,88,1.57,Website Purchases,2,,2,0.74,,0.74,1.47,16.7,1,1,1.47,1.47,1.14,3,0.49,3.41,204,204,0.74,0.74,2,2,138.78,138.78
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,25-34,unknown,campaign,104,104,1,Website Purchases,1,,1,0.84,,0.84,0.84,8.08,,,,,,1,0.84,0.96,26.91,26.91,0.84,0.84,1,1,32.04,32.04
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,18-24,female,campaign,13336,15839,1.19,Website Purchases,30,,10,5.01,,15.02,150.23,9.48,101,101,1.49,1.49,0.64,192,0.78,1.21,1410.02,456.9,5.01,15.02,30,10,9.39,3.04
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,25-34,female,campaign,7424,10062,1.36,Website Purchases,13,,6,7.25,,15.7,94.20,9.36,52,52,1.81,1.81,0.52,100,0.94,0.99,490.16,226.23,7.25,15.7,13,6,5.2,2.4
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,18-24,male,campaign,1048,1583,1.51,Website Purchases,5,,1,2.73,,13.66,13.66,8.63,3,3,4.55,4.55,0.19,7,1.95,0.44,251.13,34.71,2.73,13.66,5,1,18.38,2.54
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,55-64,male,campaign,96,115,1.2,,,,,,,,1.35,11.74,1,1,1.35,1.35,0.87,1,1.35,0.87,,,,,,,,
EBD_2018_Evergreen,CONVERSIONS,2018-03-20,35-44,female,campaign,1056,1313,1.24,Website Purchases,5,,4,2.47,,3.09,12.36,9.41,4,4,3.09,3.09,0.3,14,0.88,1.07,160.26,129.36,2.47,3.09,5,4,12.97,10.47
